"Article","Domain","FileTitle","License","Artist","DescriptionUrl","SourceUrl","RemoteSha1","ManifestSha1","CachePath","Bytes","VerifiedUtc","Decision"
"Cellulitis","Medicine","File:Hand with cellulitis following upon a poisoned wound Wellcome L0062186.jpg","CC BY 4.0","Godart, Thomas","https://commons.wikimedia.org/wiki/File:Hand_with_cellulitis_following_upon_a_poisoned_wound_Wellcome_L0062186.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20with%20cellulitis%20following%20upon%20a%20poisoned%20wound%20Wellcome%20L0062186.jpg?width=2400","7040f4a53bcb187f987d79df17d0aafebf66028f","7040f4a53bcb187f987d79df17d0aafebf66028f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/3/b/0/Hand_with_cellulitis_following_upon_a_poisoned_wound_Wellcome_L0062186.jpg","2571505","2026-08-10T18:52:00.8470107Z","INCLUDE"
"Radiography","Medicine","File:Hand Xray (48630648876).jpg","Public domain","U.S. Department of Energy from United States","https://commons.wikimedia.org/wiki/File:Hand_Xray_(48630648876).jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Hand%20Xray%20(48630648876).jpg?width=2400","b5dacc16d76000fa0ec9f5dc5e458dc3f68634a4","b5dacc16d76000fa0ec9f5dc5e458dc3f68634a4","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/f/a/d/Hand_Xray_(48630648876).jpg","4656540","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Burn","Medicine","File:Hand2ndburn.jpg","CC BY-SA 3.0","Kronoman ( talk )","https://commons.wikimedia.org/wiki/File:Hand2ndburn.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Hand2ndburn.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","db4edb9759e8b73fac7c33f28ccb181b5a4f4ab8","db4edb9759e8b73fac7c33f28ccb181b5a4f4ab8","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/7/7/1/Hand2ndburn.jpg","14211","2026-08-10T18:51:36.4038402Z","INCLUDE"
"Heat illness","Medicine","File:Heat stroke treatment, Baton Rouge, 2016 Louisiana floods.jpg","CC BY 2.0","The National Guard","https://commons.wikimedia.org/wiki/File:Heat_stroke_treatment,_Baton_Rouge,_2016_Louisiana_floods.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Heat_stroke_treatment%2C_Baton_Rouge%2C_2016_Louisiana_floods.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","9fcad471734d132996434fdb8831da02be61ef8e","9fcad471734d132996434fdb8831da02be61ef8e","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/d/9/d/Heat_stroke_treatment,_Baton_Rouge,_2016_Louisiana_floods.jpg","498022","2026-08-10T18:51:37.7591852Z","INCLUDE"
"Shingles","Medicine","File:Herpes zoster ophthalmicus.2.jpg","CC BY-SA 3.0","User:Milorad Dimic MD","https://commons.wikimedia.org/wiki/File:Herpes_zoster_ophthalmicus.2.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Herpes%20zoster%20ophthalmicus.2.jpg","3c8782dbea4174e900fb6347acc3142281eb6fc4","3c8782dbea4174e900fb6347acc3142281eb6fc4","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/7/8/a/Herpes_zoster_ophthalmicus.2.jpg","266844","2026-08-10T18:52:02.1291766Z","INCLUDE"
"Lyme disease","Medicine","File:High Tick Density Sign.jpg","CC BY-SA 4.0","Gogerr","https://commons.wikimedia.org/wiki/File:High_Tick_Density_Sign.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/High%20Tick%20Density%20Sign.jpg?width=2400","b186f135d241bc0983edfbc14ded091b212cab33","b186f135d241bc0983edfbc14ded091b212cab33","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/a/1/5/High_Tick_Density_Sign.jpg","1154360","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Measles","Medicine","File:Hilleman-Walter-Reed.jpeg","Public domain","Walter Reed Army Medical Center","https://commons.wikimedia.org/wiki/File:Hilleman-Walter-Reed.jpeg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Hilleman-Walter-Reed.jpeg","1dd2964bb648a3e679141c2a367b012b14601d98","1dd2964bb648a3e679141c2a367b012b14601d98","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/c/f/8/Hilleman-Walter-Reed.jpeg","235678","2026-08-10T18:52:01.7466415Z","INCLUDE"
"Vertebral column","Medicine","File:Horse anatomy.svg","CC BY-SA 3.0","Wikipedian Prolific , vectorization process by Wilfredor","https://commons.wikimedia.org/wiki/File:Horse_anatomy.svg","https://upload.wikimedia.org/wikipedia/commons/2/21/Horse_anatomy.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","53412aed9042dbf81f770c7ba94312a7a5683950","53412aed9042dbf81f770c7ba94312a7a5683950","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/1/3/1/Horse_anatomy.svg","150738","2026-08-10T18:51:39.8342931Z","INCLUDE"
"Nervous system","Medicine","File:Human nervous system flowchart.png","CC BY-SA 3.0","Laura Guerin / CK-12 Foundation","https://commons.wikimedia.org/wiki/File:Human_nervous_system_flowchart.png","https://upload.wikimedia.org/wikipedia/commons/b/bc/Human_nervous_system_flowchart.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","c08b1f9e7f4bfdb486e085f0aa50ae8a55e9a672","c08b1f9e7f4bfdb486e085f0aa50ae8a55e9a672","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/c/5/a/Human_nervous_system_flowchart.png","125781","2026-08-10T18:51:38.9967071Z","INCLUDE"
"Pregnancy","Medicine","File:HumanEmbryogenesis.svg","CC BY-SA 3.0","Zephyris","https://commons.wikimedia.org/wiki/File:HumanEmbryogenesis.svg","https://upload.wikimedia.org/wikipedia/commons/0/06/HumanEmbryogenesis.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","f1b421dc02a7c091222aec8df73e9d3d0b5aaf35","f1b421dc02a7c091222aec8df73e9d3d0b5aaf35","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/0/6/7/3/HumanEmbryogenesis.svg","700834","2026-08-10T18:51:39.4379406Z","INCLUDE"
"Human skeleton","Medicine","File:Human-Skeleton.jpg","CC0","Sklmsta","https://commons.wikimedia.org/wiki/File:Human-Skeleton.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Human-Skeleton.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","db309f4de75400fab7031f0f779fcd7394d4d885","db309f4de75400fab7031f0f779fcd7394d4d885","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/4/6/f/Human-Skeleton.jpg","107133","2026-08-10T18:51:38.3942744Z","INCLUDE"
"Abscess","Medicine","File:HumeralAbscess.jpg","CC BY-SA 3.0","Guyprocter","https://commons.wikimedia.org/wiki/File:HumeralAbscess.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/HumeralAbscess.jpg","ebaced3c2408b949d2f2fac4b8f0b5d72dbae880","ebaced3c2408b949d2f2fac4b8f0b5d72dbae880","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/c/f/6/HumeralAbscess.jpg","254444","2026-08-10T18:52:00.8470107Z","INCLUDE"
"Hypothermia","Medicine","File:Hypothermia Training, Marine Mountain Warfare Center, California USA.jpg","CC BY-SA 4.0","Adorabutton","https://commons.wikimedia.org/wiki/File:Hypothermia_Training,_Marine_Mountain_Warfare_Center,_California_USA.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Hypothermia_Training%2C_Marine_Mountain_Warfare_Center%2C_California_USA.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","49f38bbfc2dc9f5eb6dab23e40e955ef18675f72","49f38bbfc2dc9f5eb6dab23e40e955ef18675f72","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/f/1/8/0/Hypothermia_Training,_Marine_Mountain_Warfare_Center,_California_USA.jpg","37541","2026-08-10T18:51:38.3962891Z","INCLUDE"
"Respiratory system","Medicine","File:Illu quiz lung05.jpg","Public domain","","https://commons.wikimedia.org/wiki/File:Illu_quiz_lung05.jpg","https://upload.wikimedia.org/wikipedia/commons/d/df/Illu_quiz_lung05.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","a063e6642a1455347b37fb816187bf4ad273a555","a063e6642a1455347b37fb816187bf4ad273a555","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/f/f/3/Illu_quiz_lung05.jpg","34402","2026-08-10T18:51:39.4400500Z","INCLUDE"
"Water purification","Public health","File:Illustration of a typical drinking water treatment process.png","CC BY-SA 3.0","CK-12 Foundation","https://commons.wikimedia.org/wiki/File:Illustration_of_a_typical_drinking_water_treatment_process.png","https://upload.wikimedia.org/wikipedia/commons/3/37/Illustration_of_a_typical_drinking_water_treatment_process.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","12af1d9774ba651c3f45abf07f0628324f9d82dd","12af1d9774ba651c3f45abf07f0628324f9d82dd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/7/3/a/Illustration_of_a_typical_drinking_water_treatment_process.png","307140","2026-08-10T18:51:39.8342931Z","INCLUDE"
"Impetigo","Medicine","File:Impetigo2020.jpg","CC BY-SA 4.0","James Heilman, MD","https://commons.wikimedia.org/wiki/File:Impetigo2020.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Impetigo2020.jpg?width=2400","d70174ad2f5201526f3ba744f97e1b6a9aa05ade","d70174ad2f5201526f3ba744f97e1b6a9aa05ade","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/4/3/4/Impetigo2020.jpg","1357685","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Impetigo","Medicine","File:Impetigo-infected.jpg","CC BY-SA 3.0","Åsa Thörn","https://commons.wikimedia.org/wiki/File:Impetigo-infected.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Impetigo-infected.jpg","265f61987023d20983045aa6ce66e47d0d36e525","265f61987023d20983045aa6ce66e47d0d36e525","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/a/4/5/Impetigo-infected.jpg","814973","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Human anatomy","Medicine","File:Internal organs.png","Public domain","Mikael Häggström . When using this image in external works, it may be cited as: Häggström, Mikael (2014). "" Medical gallery of Mikael Häggström 2014 "". WikiJournal of Medicine 1 (2). DOI : 10.15347/wjm/2014.008 . ISSN 2002-4436 . Public Domain . or By Mikael Häggström, used with permission.","https://commons.wikimedia.org/wiki/File:Internal_organs.png","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Internal_organs.png/1920px-Internal_organs.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","9e3de6c37235c0bf7bcaafc0e7e98158206f3ec5","9e3de6c37235c0bf7bcaafc0e7e98158206f3ec5","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/9/3/d/Internal_organs.png","1692545","2026-08-10T18:51:37.7602162Z","INCLUDE"
"Airway management","Medicine","File:Intubasion boru.jpg","CC BY 3.0","Privatarchiv Foto von MrArifnajafov","https://commons.wikimedia.org/wiki/File:Intubasion_boru.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Intubasion_boru.jpg/1920px-Intubasion_boru.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","ef8bb4a355a97ed5f8256bb9918e208856870e43","ef8bb4a355a97ed5f8256bb9918e208856870e43","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/8/c/6/Intubasion_boru.jpg","514295","2026-08-10T18:51:36.9248601Z","INCLUDE"
"Lyme disease","Medicine","File:Ixodes-ricinus-life-cycle.jpg","CC BY-SA 3.0","Alan R Walker","https://commons.wikimedia.org/wiki/File:Ixodes-ricinus-life-cycle.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ixodes-ricinus-life-cycle.jpg","e7dcdf3c52aefc0e51551cd55d869cc3864ac703","e7dcdf3c52aefc0e51551cd55d869cc3864ac703","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/0/f/d/Ixodes-ricinus-life-cycle.jpg","500114","2026-08-10T18:52:01.2415303Z","INCLUDE"
"Cardiopulmonary resuscitation","Medicine","File:JASDF Automatic cardiopulmonary resuscitation device at Komaki Air Base February 23, 2014.jpg","CC BY-SA 4.0","Hunini","https://commons.wikimedia.org/wiki/File:JASDF_Automatic_cardiopulmonary_resuscitation_device_at_Komaki_Air_Base_February_23,_2014.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/JASDF_Automatic_cardiopulmonary_resuscitation_device_at_Komaki_Air_Base_February_23%2C_2014.jpg/1920px-JASDF_Automatic_cardiopulmonary_resuscitation_device_at_Komaki_Air_Base_February_23%2C_2014.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","e93da0765f69fdeffe82a732d318a816bf1491bd","e93da0765f69fdeffe82a732d318a816bf1491bd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/5/b/d/JASDF_Automatic_cardiopulmonary_resuscitation_device_at_Komaki_Air_Base_February_23,_2014.jpg","933190","2026-08-10T18:51:36.4102649Z","INCLUDE"
"Airway management","Medicine","File:Jaw thrust maneuver.jpg","CC BY-SA 4.0","Randhillon","https://commons.wikimedia.org/wiki/File:Jaw_thrust_maneuver.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Jaw_thrust_maneuver.jpg/1920px-Jaw_thrust_maneuver.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","687e1f17555f664396117fc2d628e85215ab8a88","687e1f17555f664396117fc2d628e85215ab8a88","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/9/4/1/Jaw_thrust_maneuver.jpg","293627","2026-08-10T18:51:35.8463079Z","INCLUDE"
"Human musculoskeletal system","Medicine","File:Joint.svg","CC BY-SA 3.0","Madhero88","https://commons.wikimedia.org/wiki/File:Joint.svg","https://upload.wikimedia.org/wikipedia/commons/7/7f/Joint.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","0044ecd365bba7ffa3243f6034631426db83da2b","0044ecd365bba7ffa3243f6034631426db83da2b","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/7/f/3/3/Joint.svg","96955","2026-08-10T18:51:38.3922565Z","INCLUDE"
"Infection","Medicine","File:K pneumoniae M morganii providencia styphimuriuma.JPG","Public domain","User:Eukaryotica","https://commons.wikimedia.org/wiki/File:K_pneumoniae_M_morganii_providencia_styphimuriuma.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b8/K_pneumoniae_M_morganii_providencia_styphimuriuma.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","06d82040651ca34c536299820f0431de97fc577f","06d82040651ca34c536299820f0431de97fc577f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/8/a/5/K_pneumoniae_M_morganii_providencia_styphimuriuma.JPG","103365","2026-08-10T18:51:38.9593854Z","INCLUDE"
"Measles","Medicine","File:Koplik spots, measles 6111 lores.jpg","Public domain","CDC","https://commons.wikimedia.org/wiki/File:Koplik_spots,_measles_6111_lores.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Koplik%20spots%2C%20measles%206111%20lores.jpg","104691d33fb6ae9ae4205c07f475769da22857f9","104691d33fb6ae9ae4205c07f475769da22857f9","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/b/b/1/Koplik_spots,_measles_6111_lores.jpg","117697","2026-08-10T18:52:01.7466415Z","INCLUDE"
"Childbirth","Medicine","File:La méthode kangourou Bébé Prématuré Laquinitinie Douala.jpg","CC BY-SA 4.0","Happi Raphael","https://commons.wikimedia.org/wiki/File:La_m%C3%A9thode_kangourou_B%C3%A9b%C3%A9_Pr%C3%A9matur%C3%A9_Laquinitinie_Douala.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/La_m%C3%A9thode_kangourou_B%C3%A9b%C3%A9_Pr%C3%A9matur%C3%A9_Laquinitinie_Douala.jpg/1920px-La_m%C3%A9thode_kangourou_B%C3%A9b%C3%A9_Pr%C3%A9matur%C3%A9_Laquinitinie_Douala.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","182b3aa34b22015dffe302386f1014ae34d8cad4","182b3aa34b22015dffe302386f1014ae34d8cad4","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/5/c/5/La_méthode_kangourou_Bébé_Prématuré_Laquinitinie_Douala.jpg","431561","2026-08-10T18:51:36.4128601Z","INCLUDE"
"Airway management","Medicine","File:Larynx external en.svg","CC BY-SA 2.5","Olek Remesz (wiki-pl: Orem , commons: Orem )","https://commons.wikimedia.org/wiki/File:Larynx_external_en.svg","https://upload.wikimedia.org/wikipedia/commons/8/8a/Larynx_external_en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","30019e1dfc693801a60722ae39c79a3dd1be0308","30019e1dfc693801a60722ae39c79a3dd1be0308","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/a/1/a/Larynx_external_en.svg","41062","2026-08-10T18:51:36.9248601Z","INCLUDE"
"Vertebral column","Medicine","File:Lateral lumbar x ray.jpg","CC BY-SA 4.0","FitBro","https://commons.wikimedia.org/wiki/File:Lateral_lumbar_x_ray.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Lateral_lumbar_x_ray.jpg/1920px-Lateral_lumbar_x_ray.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","4cd8cdbb4f54efe57b3416377ddff89b7fd9629c","4cd8cdbb4f54efe57b3416377ddff89b7fd9629c","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/4/e/7/Lateral_lumbar_x_ray.jpg","285242","2026-08-10T18:51:39.8342931Z","INCLUDE"
"Inclined plane","Engineering","File:Ledo Burma Roads Assam-Burma-China.gif","Public domain","Department of Defense, Department of the Army.","https://commons.wikimedia.org/wiki/File:Ledo_Burma_Roads_Assam-Burma-China.gif","https://upload.wikimedia.org/wikipedia/commons/a/a0/Ledo_Burma_Roads_Assam-Burma-China.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","ace59018789dfe92ec7a3d160f23c9ec731a444e","ace59018789dfe92ec7a3d160f23c9ec731a444e","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/0/c/8/Ledo_Burma_Roads_Assam-Burma-China.gif","104682","2026-08-10T18:51:40.3506631Z","INCLUDE"
"Electricity","Electrical","File:Lichtbogen 3000 Volt.jpg","CC BY 3.0","Achim Grochowski -- Achgro","https://commons.wikimedia.org/wiki/File:Lichtbogen_3000_Volt.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f8/Lichtbogen_3000_Volt.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","6414a1f1ec9f6331a0015a49a99530f0a2005075","6414a1f1ec9f6331a0015a49a99530f0a2005075","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/f/8/2/3/Lichtbogen_3000_Volt.jpg","21799","2026-08-10T18:52:00.0145550Z","INCLUDE"
"Pregnancy","Medicine","File:Linea nigra, March 13th (cropped).jpg","CC BY 2.0","Daniel Lobo","https://commons.wikimedia.org/wiki/File:Linea_nigra,_March_13th_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Linea_nigra%2C_March_13th_%28cropped%29.jpg/1920px-Linea_nigra%2C_March_13th_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","211a2c8ab64da4cc8982bb06eb621c0fc5a33bbd","211a2c8ab64da4cc8982bb06eb621c0fc5a33bbd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/a/d/1/Linea_nigra,_March_13th_(cropped).jpg","422614","2026-08-10T18:51:39.4379406Z","INCLUDE"
"Poisoning","Medicine","File:Lock Away Danger in Your Home (21247619354).jpg","CC BY-SA 2.0","Archives New Zealand from New Zealand","https://commons.wikimedia.org/wiki/File:Lock_Away_Danger_in_Your_Home_(21247619354).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Lock_Away_Danger_in_Your_Home_%2821247619354%29.jpg/1920px-Lock_Away_Danger_in_Your_Home_%2821247619354%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","d577bbce892c48805621303c3b0daf477b52e2c7","d577bbce892c48805621303c3b0daf477b52e2c7","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/e/2/5/Lock_Away_Danger_in_Your_Home_(21247619354).jpg","1021770","2026-08-10T18:51:39.0082825Z","INCLUDE"
"Respiratory system","Medicine","File:Lungvolumes Updated.png","CC BY-SA 3.0","Kapwatt","https://commons.wikimedia.org/wiki/File:Lungvolumes_Updated.png","https://upload.wikimedia.org/wikipedia/commons/1/16/Lungvolumes_Updated.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","6b86ccccb350e3980bc390a7d267d6662f9b4ecb","6b86ccccb350e3980bc390a7d267d6662f9b4ecb","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/6/b/6/Lungvolumes_Updated.png","80047","2026-08-10T18:51:39.4400500Z","INCLUDE"
